name,url
Amici Cafe,https://swiggy.com/restaurants/amici-cafe-south-extension-defence-colony-delhi-39492
Love & Cheesecake,https://swiggy.com/restaurants/love-and-cheesecake-south-extension-defence-colony-delhi-496117
Maddi sweet center,https://swiggy.com/restaurants/maddi-sweet-center-hauz-khas-south-extenison-delhi-467279
Urban Vada Pav,https://swiggy.com/restaurants/urban-vada-pav-laxmi-nagar-shakarpur-khas-delhi-322460
LunchBox - Meals and Thalis,https://swiggy.com/restaurants/lunchbox-meals-and-thalis-rajdner-place-rajendra-place-delhi-79321
Qd's,https://swiggy.com/restaurants/qds-karol-bagh-krishna-nagar-karol-bagh-delhi-158180
South Indian Cafe,https://swiggy.com/restaurants/south-indian-cafe-rajinder-nagar-new-rajinder-nagar-delhi-46869
SodaBottleOpenerWala,https://swiggy.com/restaurants/sodabottleopenerwala-khan-market-metro-station-rabindra-nagar-delhi-8419
Punjab Sweet Corner,https://swiggy.com/restaurants/punjab-sweet-corner-karol-bagh-delhi-302447
Standard Burfee,https://swiggy.com/restaurants/standard-burfee-karol-bagh-delhi-83734
Roshan Di Kulfi,https://swiggy.com/restaurants/roshan-di-kulfi-karol-bagh-beadonpura-karol-bagh-delhi-9917
Bikanervala Chandni Chowk,https://swiggy.com/restaurants/bikanervala-chandni-chowk-old-delhi-delhi-395433
Havemore Restaurant ,https://swiggy.com/restaurants/havemore-restaurant-khan-market-india-gate-delhi-8406
Nathu's PastryShop,https://swiggy.com/restaurants/nathus-pastryshop-bengali-market-mandi-house-delhi-40802
Bangla sweet n spice,https://swiggy.com/restaurants/bangla-sweet-n-spice-connaught-place-gole-market-delhi-143021
Maalgaadi by Dhaba Estd 1986 Delhi,https://swiggy.com/restaurants/maalgaadi-by-dhaba-estd-1986-delhi-connaught-place-delhi-305529
Cafe Delhi Heights,https://swiggy.com/restaurants/cafe-delhi-heights-cannaught-place-connaught-place-delhi-66837
Bangla Foods,https://swiggy.com/restaurants/bangla-foods-gole-market-delhi-22917
Nizam's Kathi Kabab,https://swiggy.com/restaurants/nizams-kathi-kabab-connaught-place-delhi-55833
Domino's Pizza,https://swiggy.com/restaurants/dominos-pizza-connaught-circle-connaught-place-delhi-24207
Nando's,https://swiggy.com/restaurants/nandos-opp-rajiv-chowk-metro-station-connaught-place-delhi-17463
Pind Balluchi (CP),https://swiggy.com/restaurants/pind-balluchi-cp-hanuman-road-area-connaught-place-delhi-12716
MBA CHAI WALA,https://swiggy.com/restaurants/mba-chai-wala-lajpat-nagar-delhi-558508
SINDHI PAKODE,https://swiggy.com/restaurants/sindhi-pakode-lajpat-nagar-delhi-405337
Super Snacks( Krishna Nagar),https://swiggy.com/restaurants/super-snacks-krishna-nagar-krishna-nagar-delhi-36901
Bread Boxx,https://swiggy.com/restaurants/bread-boxx-safdarjung-enclave-delhi-243522
High On Burgers,https://swiggy.com/restaurants/high-on-burgers-satyaniketan-moti-bagh-delhi-3945
China Bowl,https://swiggy.com/restaurants/china-bowl-south-campus-moti-bagh-delhi-30703
Kerala To Delhi Food Corner,https://swiggy.com/restaurants/kerala-to-delhi-food-corner-south-extension-delhi-501569
Brown Sugar,https://swiggy.com/restaurants/brown-sugar-south-ex-south-extension-ii-delhi-50801
Vip RDX Resto & Bar,https://swiggy.com/restaurants/vip-rdx-resto-and-bar-hauz-khas-safdarjung-enclave-delhi-231505
Kolkata Kathi Roll,https://swiggy.com/restaurants/kolkata-kathi-roll-nehru-nagar-nehru-nagar-lajpat-nagar-delhi-18706
Oven Story Pizza,https://swiggy.com/restaurants/oven-story-pizza-lajpat-nagar-delhi-20972
PASRICHA'S DOSA JUNCTION,https://swiggy.com/restaurants/pasrichas-dosa-junction-ina-market-ina-colony-delhi-20156
Vir Ji Malai Chaap Wale,https://swiggy.com/restaurants/vir-ji-malai-chaap-wale-greater-kailash-2-lajpat-nagar-delhi-405160
IMLY,https://swiggy.com/restaurants/imly-preet-vihar-delhi-524205
WoW Sandwiches,https://swiggy.com/restaurants/wow-sandwiches-defence-colony-south-extension-i-delhi-89137
MBA in Khichdi,https://swiggy.com/restaurants/mba-in-khichdi-south-extension-delhi-505524
Artinci - Indulge Guilt Free!,https://swiggy.com/restaurants/artinci-indulge-guilt-free-south-extension-defence-colony-delhi-432445
Punikar Vadapav Centre,https://swiggy.com/restaurants/punikar-vadapav-centre-pandav-nagar-mayur-vihar-delhi-135205
The Almighty Biryani,https://swiggy.com/restaurants/the-almighty-biryani-south-extension-delhi-509011
No. 1 Uncles Parantha,https://swiggy.com/restaurants/no-1-uncles-parantha-south-ex-1-south-extension-i-delhi-58739
Jhakkas Bombay Pav Bhaji,https://swiggy.com/restaurants/jhakkas-bombay-pav-bhaji-lajpat-nagar-delhi-57800
Dial A Cake,https://swiggy.com/restaurants/dial-a-cake-pandav-nagar-vinod-nagar-north-delhi-24279
Kutty's South Indian Cafe,https://swiggy.com/restaurants/kuttys-south-indian-cafe-preet-vihar-swasthya-vihar-delhi-15645
Aggarwal Sweet India,https://swiggy.com/restaurants/aggarwal-sweet-india-pandav-nagar-patparganj-delhi-201915
Tandoori Manzil,https://swiggy.com/restaurants/tandoori-manzil-ganesh-nagar-mayur-vihar-delhi-17252
Red Chilli Chinese,https://swiggy.com/restaurants/red-chilli-chinese-west-guru-angad-nagar-laxmi-nagar-delhi-148875
Murthal No.1 Parantha,https://swiggy.com/restaurants/murthal-no-1-parantha-malviya-nagar-mayur-vihar-delhi-410374
Parantha Express,https://swiggy.com/restaurants/parantha-express-malviya-nagar-mayur-vihar-delhi-409757
South Indian Anna Madras Cafe,https://swiggy.com/restaurants/south-indian-anna-madras-cafe-near-mother-dairy-patparganj-delhi-167180
China Hut,https://swiggy.com/restaurants/china-hut-jangpura-jungpura-extension-delhi-20665
The Biryani Life,https://swiggy.com/restaurants/the-biryani-life-near-metro-station-shakarpur-khas-delhi-186204
"Kebabi Karvaan - Kebabs, Curries & Biryanis",https://swiggy.com/restaurants/kebabi-karvaan-kebabs-curries-and-biryanis-preet-vihar-east-laxmi-nagar-delhi-508014
The Yellow Bowl,https://swiggy.com/restaurants/the-yellow-bowl-shakarpur-shakarpur-khas-delhi-338507
Elma's Brasserie,https://swiggy.com/restaurants/elmas-brasserie-lodhi-colony-meharchand-market-lodhi-colony-delhi-15928
Karim's (Dastar khwan e Karim),https://swiggy.com/restaurants/karims-dastar-khwan-e-karim-nizamuddin-nizamuddin-west-delhi-51035
Faasos - Wraps & Rolls,https://swiggy.com/restaurants/faasos-wraps-and-rolls-rajdner-place-rajendra-place-delhi-79296
Art of Spices,https://swiggy.com/restaurants/art-of-spices-pusa-road-north-extension-area-rajinder-nagar-delhi-25658
M Gopinath,https://swiggy.com/restaurants/m-gopinath-karol-bagh-old-rajinder-nagar-rajinder-nagar-delhi-68693
Kashmir Sweet Shop,https://swiggy.com/restaurants/kashmir-sweet-shop-paharganj-delhi-37522
Shree Guru Vashishth,https://swiggy.com/restaurants/shree-guru-vashishth-karol-bagh-delhi-482323
Home Plate by EatFit,https://swiggy.com/restaurants/home-plate-by-eatfit-chuna-mandi-paharganj-gole-market-delhi-279866
GetAWhey - Healthy Ice creams.,https://swiggy.com/restaurants/getawhey-healthy-ice-creams-connaught-place-delhi-405571
Chawla De Mashoor Chur Chur Nan,https://swiggy.com/restaurants/chawla-de-mashoor-chur-chur-nan-paharganj-karol-bagh-delhi-57760
Maa Bhagwati,https://swiggy.com/restaurants/maa-bhagwati-paharganj-delhi-61539
Costa Grillz,https://swiggy.com/restaurants/costa-grillz-old-chandni-chowk-delhi-125999
Ministry Of Cakes,https://swiggy.com/restaurants/ministry-of-cakes-karol-bagh-multani-dhanda-pahar-ganj-paharganj-delhi-183665
Bhimsain's Bengali Sweet House,https://swiggy.com/restaurants/bhimsains-bengali-sweet-house-bengali-market-mandi-house-delhi-15561
Biryani Badshah,https://swiggy.com/restaurants/biryani-badshah-baba-kharak-singh-rd-connaught-place-delhi-114839
Masala E Handi (Since 1995),https://swiggy.com/restaurants/masala-e-handi-since-1995-connaught-place-cannaught-place-delhi-336887
Cha Bar,https://swiggy.com/restaurants/cha-bar-cp-connaught-place-delhi-9858
It's Just Wings,https://swiggy.com/restaurants/its-just-wings-connaught-place-delhi-465323
Bagundi Andhra Kitchen,https://swiggy.com/restaurants/bagundi-andhra-kitchen-cp-connaught-place-delhi-70205
Pink box,https://swiggy.com/restaurants/pink-box-outer-circle-connaught-place-delhi-42664
Depaul's,https://swiggy.com/restaurants/depauls-connaught-place-delhi-135497
Barbeque Nation,https://swiggy.com/restaurants/barbeque-nation-munshi-lal-building-connaught-place-delhi-302684
Bikkgane Biryani,https://swiggy.com/restaurants/bikkgane-biryani-opposite-pvr-rivoli-connaught-place-delhi-8619
Starbucks Coffee,https://swiggy.com/restaurants/starbucks-coffee-hamilton-house-connaught-place-delhi-69464
Ganesh Restaurant,https://swiggy.com/restaurants/ganesh-restaurant-gurudwara-road-chowk-arya-samaj-road-karol-bagh-delhi-9873
The 2nd Wife,https://swiggy.com/restaurants/the-2nd-wife-shahdara-krishna-nagar-delhi-103922
Bhalla King,https://swiggy.com/restaurants/bhalla-king-lajpat-nagar-delhi-84163
Punjabi Tikka Junction,https://swiggy.com/restaurants/punjabi-tikka-junction-laxmi-nagar-geeta-colony-delhi-371290
Bharat Chicken Inn,https://swiggy.com/restaurants/bharat-chicken-inn-krishna-nagar-geeta-colony-delhi-65770
For God's Cake,https://swiggy.com/restaurants/for-gods-cake-south-campus-moti-bagh-delhi-305644
Nashta wala,https://swiggy.com/restaurants/nashta-wala-nehru-nagar-lajpat-nagar-delhi-81298
KC restaurant,https://swiggy.com/restaurants/kc-restaurant-south-campus-moti-bagh-delhi-312289
Tandoor Style,https://swiggy.com/restaurants/tandoor-style-lajpat-nagar-delhi-37821
Chaap King,https://swiggy.com/restaurants/chaap-king-defence-colony-flyover-market-lajpat-nagar-delhi-401241
Beville by Weds & More,https://swiggy.com/restaurants/beville-by-weds-and-more-south-extension-delhi-212981
Veer Ji Malai Chaap Wale,https://swiggy.com/restaurants/veer-ji-malai-chaap-wale-lajpat-nagar-delhi-463378
Amar Jyoti,https://swiggy.com/restaurants/amar-jyoti-sarojini-nagar-delhi-18729
Insta Pizza,https://swiggy.com/restaurants/insta-pizza-jangpura-new-lajpat-nagar-delhi-51188
Aamantran Bangla,https://swiggy.com/restaurants/aamantran-bangla-pandav-nagar-patparganj-delhi-18324
De Sethi's Pick-n-carry,https://swiggy.com/restaurants/de-sethis-pick-n-carry-1-lajpat-nagar-delhi-4440
Sanskari Biryani,https://swiggy.com/restaurants/sanskari-biryani-south-extension-delhi-506251
The Yellow Chilli,https://swiggy.com/restaurants/the-yellow-chilli-v3s-mall-laxmi-nagar-swasthya-vihar-delhi-350145
Burger Point,https://swiggy.com/restaurants/burger-point-guru-nankpura-gali-number-4-laxmi-nagar-delhi-27189
Break n rolls,https://swiggy.com/restaurants/break-n-rolls-mayur-vihar-ganesh-nagar-delhi-362825
Chinese Hut Lajpat Nagar,https://swiggy.com/restaurants/chinese-hut-lajpat-nagar-lajpat-nagar-delhi-204497
Grameen Kulfi,https://swiggy.com/restaurants/grameen-kulfi-shakarpur-shakarpur-khas-delhi-355354
Fingerlicious(Vikas Marg),https://swiggy.com/restaurants/fingerlicious-vikas-marg-nirman-vihar-metro-station-laxmi-nagar-delhi-11335
Rollsking,https://swiggy.com/restaurants/rollsking-flyover-market-defence-colony-lajpat-nagar-delhi-345823
Hot N Cool,https://swiggy.com/restaurants/hot-n-cool-laxmi-nagar-delhi-489979
Namaste Foodcy (Shakarpur),https://swiggy.com/restaurants/namaste-foodcy-shakarpur-laxmi-nagar-shakarpur-khas-delhi-89748
Lodhi Knights,https://swiggy.com/restaurants/lodhi-knights-lodhi-colony-delhi-delhi-23565
Bihar Bhawan Canteen,https://swiggy.com/restaurants/bihar-bhawan-canteen-khan-market-hauz-khas-delhi-425149
The Artful Baker,https://swiggy.com/restaurants/the-artful-baker-khan-market-rabindra-nagar-delhi-8422
Wrapss Kathi Rolls,https://swiggy.com/restaurants/wrapss-kathi-rolls-north-extension-area-rajinder-nagar-karol-bagh-delhi-12369
Lazeez Kebab & Curries,https://swiggy.com/restaurants/lazeez-kebab-and-curries-old-rajender-nagar-old-rajinder-nagar-rajinder-nagar-delhi-92029
Arya Bhavan,https://swiggy.com/restaurants/arya-bhavan-karol-bagh-delhi-94172
Al Yamin,https://swiggy.com/restaurants/al-yamin-old-jama-masjid-old-delhi-delhi-140521
Qureshi Kabab Corner (Old Delhi Original),https://swiggy.com/restaurants/qureshi-kabab-corner-old-delhi-original-jama-masjid-jama-masjid-old-delhi-delhi-42002
EatFit,https://swiggy.com/restaurants/eatfit-laxmi-narain-street-karol-bagh-delhi-443497
Desi Mojo,https://swiggy.com/restaurants/desi-mojo-paharganj-bharat-nagar-paharganj-delhi-81835
Sachdeva's  Multi Cuisine Joint,https://swiggy.com/restaurants/sachdevas-multi-cuisine-joint-mirdad-road-barakhamba-delhi-14445
Tadka 4986,https://swiggy.com/restaurants/tadka-4986-nehru-bazaar-paharganj-delhi-29777
Wow! Momo,https://swiggy.com/restaurants/wow-momo-new-railway-station-connaught-place-delhi-365634
Handi Chhadeyan Di (Since 2012),https://swiggy.com/restaurants/handi-chhadeyan-di-since-2012-connaught-place-cannaught-place-delhi-14586
Rooh Burger Cafe,https://swiggy.com/restaurants/rooh-burger-cafe-connaught-place-delhi-39209
Bikanervala,https://swiggy.com/restaurants/bikanervala-connaught-place-delhi-40414
Lazeez Affaire,https://swiggy.com/restaurants/lazeez-affaire-connaught-place-delhi-34475
Punjab Grill,https://swiggy.com/restaurants/punjab-grill-janpath-delhi-125872
Embassy,https://swiggy.com/restaurants/embassy-connaught-place-delhi-9086
Jain Chawal Wale,https://swiggy.com/restaurants/jain-chawal-wale-connaught-place-delhi-557536
Nazeer Foods,https://swiggy.com/restaurants/nazeer-foods-cannaught-place-connaught-place-delhi-56773
Sagar Ratna,https://swiggy.com/restaurants/sagar-ratna-outer-circle-connaught-place-delhi-8621
Bhape Da Hotel,https://swiggy.com/restaurants/bhape-da-hotel-connaught-place-barakhamba-delhi-8638
UBQ by Barbeque Nation,https://swiggy.com/restaurants/ubq-by-barbeque-nation-munshi-lal-building-connaught-place-delhi-286518
Rooh Burger Cafe,https://swiggy.com/restaurants/rooh-burger-cafe-connaught-place-delhi-39209
Delhi6 Bedmi Poori,https://swiggy.com/restaurants/delhi6-bedmi-poori-lajpat-nagar-delhi-427890
Unmarried Kitchen - Value Meals and Combos,https://swiggy.com/restaurants/unmarried-kitchen-value-meals-and-combos-preet-vihar-east-laxmi-nagar-delhi-491185
Pind Balluchi,https://swiggy.com/restaurants/pind-balluchi-central-market-lajpat-nagar-delhi-12756
Play Pizza,https://swiggy.com/restaurants/play-pizza-dda-market-nirman-vihar-delhi-10977
Sanjay Chur Chur Naan,https://swiggy.com/restaurants/sanjay-chur-chur-naan-moolchand-meetro-station-lajpat-nagar-delhi-15448
The Yellow Bowl ,https://swiggy.com/restaurants/the-yellow-bowl-patparganj-rd-krishna-nagar-geeta-colony-delhi-141957
Bombay canteen,https://swiggy.com/restaurants/bombay-canteen-lajpat-nagar-delhi-459706
Haryana sweets & restaurant,https://swiggy.com/restaurants/haryana-sweets-and-restaurant-south-ganesh-nagar-delhi-168292
Linguini- Artisan Pizzas and Pastas,https://swiggy.com/restaurants/linguini-artisan-pizzas-and-pastas-lajpat-nagar-greater-kailash-delhi-371220
South Zone,https://swiggy.com/restaurants/south-zone-laxmi-nagar-delhi-77650
BTW,https://swiggy.com/restaurants/btw-laxmi-nagar-delhi-540378
China Town,https://swiggy.com/restaurants/china-town-jangpura-delhi-113496
Chicago pizza,https://swiggy.com/restaurants/chicago-pizza-lajpat-nagar-delhi-376499
EATaliano-the gourmet pizzeria,https://swiggy.com/restaurants/eataliano-the-gourmet-pizzeria-nagar-laxmi-delhi-350981
Nathu's Sweets,https://swiggy.com/restaurants/nathus-sweets-vivek-marg-laxmi-nagar-delhi-10982
China Town,https://swiggy.com/restaurants/china-town-jangpura-delhi-113496
EATaliano-the gourmet pizzeria,https://swiggy.com/restaurants/eataliano-the-gourmet-pizzeria-nagar-laxmi-delhi-350981
Unmarried Kitchen - Value Meals and Combos,https://swiggy.com/restaurants/unmarried-kitchen-value-meals-and-combos-preet-vihar-east-laxmi-nagar-delhi-491185
South Zone,https://swiggy.com/restaurants/south-zone-laxmi-nagar-delhi-77650
Bobby Tikki Wala,https://swiggy.com/restaurants/bobby-tikki-wala-laxmi-nagar-delhi-40337
BIKANER SWEETS & SNACKS,https://swiggy.com/restaurants/bikaner-sweets-and-snacks-laxmi-nagar-delhi-454762
Champaran kitchen,https://swiggy.com/restaurants/champaran-kitchen-laxmi-nagar-shakarpur-khas-delhi-356500
Bikaneri Sweets Corner,https://swiggy.com/restaurants/bikaneri-sweets-corner-laxmi-nagar-shakarpur-delhi-95191
Dhading KTM,https://swiggy.com/restaurants/dhading-ktm-lalita-park-laxmi-nagar-delhi-42688
La Pino'z Pizza,https://swiggy.com/restaurants/la-pinoz-pizza-laxmi-nagar-delhi-157583
Al kadeer Chicken corner,https://swiggy.com/restaurants/al-kadeer-chicken-corner-mother-dairy-road-shakarpur-khas-delhi-168151
Ghalib Kabab Corner,https://swiggy.com/restaurants/ghalib-kabab-corner-khan-market-delhi-521859
Punjabi Zaika,https://swiggy.com/restaurants/punjabi-zaika-near-khalsa-college-sant-nagar-karol-bagh-delhi-40824
Nathu Sweets,https://swiggy.com/restaurants/nathu-sweets-sunder-nagar-sunder-nagar-lodhi-colony-delhi-26783
classic chicken,https://swiggy.com/restaurants/classic-chicken-connaught-place-gole-market-delhi-458503
Giani,https://swiggy.com/restaurants/giani-gole-market-delhi-20297
Satnam Rasoi,https://swiggy.com/restaurants/satnam-rasoi-mayur-vihar-vinod-nagar-north-delhi-328829
Alkakori Alkauser,https://swiggy.com/restaurants/alkakori-alkauser-laxmi-nagar-delhi-389315
NH1 Bowls - Highway To North,https://swiggy.com/restaurants/nh1-bowls-highway-to-north-laxmi-nagar-delhi-425379
Chickeera,https://swiggy.com/restaurants/chickeera-khan-market-south-extension-delhi-338299
The Sugar Free Keto Kafe - By Artinci,https://swiggy.com/restaurants/the-sugar-free-keto-kafe-by-artinci-south-extension-defence-colony-delhi-433285
Chinese Monk (Authentic Pan Asian),https://swiggy.com/restaurants/chinese-monk-authentic-pan-asian-south-extension-delhi-530115
Winner Pizzas (Fresh Dough),https://swiggy.com/restaurants/winner-pizzas-fresh-dough-south-extension-delhi-451869
Ranch And Pepper,https://swiggy.com/restaurants/ranch-and-pepper-defence-colony-delhi-486706
Capri Wings,https://swiggy.com/restaurants/capri-wings-south-extension-defence-colony-delhi-139977
Bihar Ki Rasoi,https://swiggy.com/restaurants/bihar-ki-rasoi-dilli-haat-ina-kidwai-nagar-delhi-20270
Paranthewala,https://swiggy.com/restaurants/paranthewala-vijay-block-laxmi-nagar-delhi-106555
Italy Pizzeria,https://swiggy.com/restaurants/italy-pizzeria-laxmi-nagar-delhi-494372
Indian Taste,https://swiggy.com/restaurants/indian-taste-mayur-vihar-laxmi-nagar-delhi-430891
CHAMPARAN MEAT HOUSE,https://swiggy.com/restaurants/champaran-meat-house-laxmi-nagar-delhi-321945
Joshi eating house,https://swiggy.com/restaurants/joshi-eating-house-shakarpur-shakarpur-khas-delhi-169845
Rominus Pizza And Burger,https://swiggy.com/restaurants/rominus-pizza-and-burger-laxmi-nagar-delhi-417161
La Milano Pizzeria,https://swiggy.com/restaurants/la-milano-pizzeria-rajinder-nagar-delhi-54931
Shawarma Kings,https://swiggy.com/restaurants/shawarma-kings-apsara-arcade-rajinder-nagar-delhi-12366
Chowringhee,https://swiggy.com/restaurants/chowringhee-china-market-karol-bagh-delhi-43008
KRISHNA DHABA,https://swiggy.com/restaurants/krishna-dhaba-karol-bagh-paharganj-delhi-357115
Pizza Hut,https://swiggy.com/restaurants/pizza-hut-wea-tank-road-karol-bagh-delhi-435678
Canteen Central by Eatfit,https://swiggy.com/restaurants/canteen-central-by-eatfit-chuna-mandi-paharganj-karol-bagh-delhi-125004
Paratha Box by EatFit,https://swiggy.com/restaurants/paratha-box-by-eatfit-laxmi-narain-street-karol-bagh-delhi-432785
Swagat Dhaba,https://swiggy.com/restaurants/swagat-dhaba-paharganj-delhi-81836
Andhra Kodi Pulao,https://swiggy.com/restaurants/andhra-kodi-pulao-connaught-place-delhi-305595
DASAPRAKASH,https://swiggy.com/restaurants/dasaprakash-connaught-place-delhi-471341
I C Corner,https://swiggy.com/restaurants/i-c-corner-road-barakhamba-delhi-27635
Tandoori Handi (Since 1999) ,https://swiggy.com/restaurants/tandoori-handi-since-1999-connaught-place-delhi-435019
Subway,https://swiggy.com/restaurants/subway-m-block-connaught-place-delhi-16418
Slice,https://swiggy.com/restaurants/slice-connaught-place-delhi-391308
United Coffee House,https://swiggy.com/restaurants/united-coffee-house-e-block-connaught-place-delhi-34874
JVS,https://swiggy.com/restaurants/jvs-south-campus-delhi-539244
Punjabi's Veg Grill ( jheel wale ),https://swiggy.com/restaurants/punjabis-veg-grill-jheel-wale-jheel-khuranja-geeta-colony-delhi-416254
Pizza Studio,https://swiggy.com/restaurants/pizza-studio-mayur-vihar-phase-1-nirman-vihar-delhi-32087
Om Sai South Indian dosa,https://swiggy.com/restaurants/om-sai-south-indian-dosa-pandav-nagar-patparganj-delhi-130070
Make My Thali by Punjabi Tadka,https://swiggy.com/restaurants/make-my-thali-by-punjabi-tadka-laxmi-nagar-mangal-bazar-delhi-133583
Riyaz Biryani Corner,https://swiggy.com/restaurants/riyaz-biryani-corner-shakurpur-shakarpur-khas-delhi-71911
Karim's,https://swiggy.com/restaurants/karims-laxmi-nagar-shakarpur-khas-delhi-255505
Wrap & Roll,https://swiggy.com/restaurants/wrap-and-roll-apsara-arcade-north-extension-area-rajinder-nagar-delhi-10157
Dayal Dhaba,https://swiggy.com/restaurants/dayal-dhaba-34-baird-lane-gole-market-delhi-153941
Delhi Darbar Dhaba,https://swiggy.com/restaurants/delhi-darbar-dhaba-ndmc-market-mandi-house-delhi-14677
Southy,https://swiggy.com/restaurants/southy-cp-barakhamba-delhi-45854
The Chaap Factory,https://swiggy.com/restaurants/the-chaap-factory-laxmi-nagar-delhi-390273
High On Shakes,https://swiggy.com/restaurants/high-on-shakes-south-moti-bagh-delhi-222743
Chicken Paradise,https://swiggy.com/restaurants/chicken-paradise-laxmi-nagar-delhi-502709
Five Star Chicken,https://swiggy.com/restaurants/five-star-chicken-laxmi-nagar-delhi-402584
Golden Fiesta,https://swiggy.com/restaurants/golden-fiesta-central-market-lajpat-nagar-delhi-124576
MADRAS CAFE,https://swiggy.com/restaurants/madras-cafe-laxmi-nagar-chander-nagar-delhi-465735
Slice,https://swiggy.com/restaurants/slice-connaught-place-delhi-391308
United Coffee House,https://swiggy.com/restaurants/united-coffee-house-e-block-connaught-place-delhi-34874
JVS,https://swiggy.com/restaurants/jvs-south-campus-delhi-539244
Punjabi's Veg Grill ( jheel wale ),https://swiggy.com/restaurants/punjabis-veg-grill-jheel-wale-jheel-khuranja-geeta-colony-delhi-416254
Pizza Studio,https://swiggy.com/restaurants/pizza-studio-mayur-vihar-phase-1-nirman-vihar-delhi-32087
Om Sai South Indian dosa,https://swiggy.com/restaurants/om-sai-south-indian-dosa-pandav-nagar-patparganj-delhi-130070
Make My Thali by Punjabi Tadka,https://swiggy.com/restaurants/make-my-thali-by-punjabi-tadka-laxmi-nagar-mangal-bazar-delhi-133583
Riyaz Biryani Corner,https://swiggy.com/restaurants/riyaz-biryani-corner-shakurpur-shakarpur-khas-delhi-71911
